Ano,orgao_superior,orgao,unidade_gestora,categoria,Origem,especie,detalhamento,valor_loa,valor_atualizado
2013,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909900 - OUTRAS RECEITAS,72265.00,72265.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19192700 - MULTAS E JUROS PREVISTOS EM CONTRATOS,1010698.00,1010698.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19180100 - MULTAS E JUROS DE MORA DE ALUGUEIS,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,12 - Contribuições,121 - Contribuições sociais,12101808 - CONTR.S/REC.CONC.PROG.DEST.PRAT.DESP-MOD.FUTE,8585102.00,8585102.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13250000 - REMUNERACAO DE DEPOSITOS BANCARIOS,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,2 - Receitas de Capital,21 - Operações de Crédito,212 - Operações de crédito - mercado externo,21230000 - OPERACOES DE CREDITOS EXTERNAS - CONTRATUAIS,248000000.00,248000000.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220700 - RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19199900 - OUTRAS MULTAS,3901252.00,3901252.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16000599 - OUTROS SERVICOS DE SAUDE,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79220100 - RESTITUICOES DE CONVENIOS,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19189900 - OUTRAS MULTAS E JUROS DE MORA,2556082.00,2556082.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16001300 - SERVICOS ADMINISTRATIVOS,82496.00,82496.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16005000 - TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16000501 - SERVICOS HOSPITALARES,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220500 - RESSARC.P/ OPER.SEGUR.PRIVADOS ASSIST.SAÚDE,75738093.00,75738093.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19901600 - RECEITA PART. SEGURO-DPVAT-SIST.NAC. TRANSITO,3938549019.00,3938549019.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220110 - RESTITUICOES DE CONVENIOS - PRIMARIAS,149336104.00,149336104.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229900 - OUTRAS RESTITUICOES,45589951.00,45589951.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220100 - RESTITUICOES DE CONVENIOS,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13270000 - REMUNERACAO DE SALDOS NAO DESEMBOLSADOS,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219900 - OUTRAS INDENIZACOES,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13110000 - ALUGUEIS,220969.00,220969.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público",19329901 - REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC,376002.00,376002.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,"791 - Multas administrativas, contratuais e judiciais",79189900 - OUTRAS MULTAS E JUROS DE MORA,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909900 - OUTRAS RECEITAS,36062.00,36062.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79229900 - OUTRAS RESTITUICOES,0.00,0.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19159901 - OUTRAS MULT.JUR.MORA DIV.ATIV.OUTR.RECEITAS,475875.00,475875.00
2014,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19195000 - MULTAS POR AUTOS DE INFRACAO,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219900 - OUTRAS INDENIZACOES,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,18 - Receitas Correntes - a classificar,180 - Receitas Correntes - a classificar,18000000 - RECEITAS CORRENTES A CLASSIFICAR,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19901600 - RECEITA PART. SEGURO-DPVAT-SIST.NAC. TRANSITO,4281969728.00,4281969728.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229900 - OUTRAS RESTITUICOES,55760680.00,55760680.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16000599 - OUTROS SERVICOS DE SAUDE,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,"791 - Multas administrativas, contratuais e judiciais",79189900 - OUTRAS MULTAS E JUROS DE MORA,7591.00,7591.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79229900 - OUTRAS RESTITUICOES,125278.00,125278.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13270000 - REMUNERACAO DE SALDOS NAO DESEMBOLSADOS,1412.00,1412.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,2 - Receitas de Capital,21 - Operações de Crédito,212 - Operações de crédito - mercado externo,21230000 - OPERACOES DE CREDITOS EXTERNAS - CONTRATUAIS,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79220100 - RESTITUICOES DE CONVENIOS,5654773.00,5654773.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16000501 - SERVICOS HOSPITALARES,33501.00,33501.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público",19329901 - REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC,413722.00,413722.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13110000 - ALUGUEIS,258049.00,258049.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19189900 - OUTRAS MULTAS E JUROS DE MORA,50000.00,50000.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19195000 - MULTAS POR AUTOS DE INFRACAO,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19192700 - MULTAS E JUROS PREVISTOS EM CONTRATOS,432558.00,432558.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19199900 - OUTRAS MULTAS,3452355.00,3452355.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220500 - RESSARC.P/ OPER.SEGUR.PRIVADOS ASSIST.SAUDE,150000000.00,150000000.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220700 - RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16005000 - TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16001300 - SERVICOS ADMINISTRATIVOS,63971.00,63971.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,160 - Receita de Serviços,16000299 - OUTROS SERVICOS FINANCEIROS,157528352.00,157528352.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909900 - OUTRAS RECEITAS,28296.00,28296.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,12 - Contribuições,121 - Contribuições sociais,12101808 - CONTR.S/REC.CONC.PROG.DEST.PRAT.DESP-MOD.FUTE,10119212.00,10119212.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13250000 - REMUNERACAO DE DEPOSITOS BANCARIOS,0.00,0.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19159901 - OUTRAS MULT.JUR.MORA DIV.ATIV.OUTR.RECEITAS,426980.00,426980.00
2015,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220110 - RESTITUICOES DE CONVENIOS - PRIMARIAS,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210031 - REMUN.SALDOS RECURSOS NAO-DESEMBOLSADOS-PRINC,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100911 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,678073.00,678073.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19900812 - PREMIO DO SEGURO OBRIGATORIO DPVAT-MUL.JUR.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,134 - Exploração de recursos naturais,13420241 - ROY.PETR.PLAT.-CESS.-COM.A PART.3/12/12-PRINC,230555.00,230555.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100111 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,6921.00,6921.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220611 - RESTIT.DE DESPESAS DE EXERC.ANTERIORES-PRINC.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19900811 - PRÊMIO DO SEGURO OBRIGATÓRIO DPVAT-PRINCIPAL,4114578424.00,4114578424.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220612 - RESTIT.DE DESPESAS EXERC.ANTERIORES-MUL.JUR.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219912 - OUTRAS INDENIZACOES-MULTAS E JUROS,0.00,0.00
